Name	Gender	Country	Sport	Event	Age	Height	Weight
Maja Neuenschwander	Women	Switzerland	Athletics	Marathon	36	1.68	53
Boonthung Srisung	Men	Thailand	Athletics	Marathon	35	1.71	59
Jane Vongvorachoti	Women	Thailand	Athletics	Marathon	32	1.66	53
Natthaya Thanaronnawat	Women	Thailand	Athletics	Marathon	37	1.58	47
Atef Saad	Men	Tunisia	Athletics	Marathon	28	1.76	57
Wissem Hosni	Men	Tunisia	Athletics	Marathon	31	1.75	57
Bekir Karayel	Men	Turkey	Athletics	Marathon	34	1.70	62
Ercan Muslu	Men	Turkey	Athletics	Marathon	27	1.60	52
Kaan Kigen Ozbilen	Men	Turkey	Athletics	Marathon	30	1.78	57
Esma Aydemir	Women	Turkey	Athletics	Marathon	24	1.60	48
Meryem Erdogan	Women	Turkey	Athletics	Marathon	26	1.72	55
Sultan Haydar	Women	Turkey	Athletics	Marathon	29	1.70	55
Ihor Olefirenko	Men	Ukraine	Athletics	Marathon	26	1.86	70
Ihor Russ	Men	Ukraine	Athletics	Marathon	27	1.74	62
Oleksandr Sitkovskyy	Men	Ukraine	Athletics	Marathon	38	1.84	68
Nataliya Lehonkova	Women	Ukraine	Athletics	Marathon	33	1.61	48
Olha Kotovska	Women	Ukraine	Athletics	Marathon	32	1.67	50
Galen Rupp	Men	United States	Athletics	Marathon	30	1.81	61
Jared Ward	Men	United States	Athletics	Marathon	27	1.78	65
Mebrahtom Keflezighi	Men	United States	Athletics	Marathon	41	1.66	56
Amy Cragg	Women	United States	Athletics	Marathon	32	1.63	45
Desiree Linden	Women	United States	Athletics	Marathon	33	1.55	43
Shalane Flanagan	Women	United States	Athletics	Marathon	35	1.66	47
Ernesto Andres Zamora	Men	Uruguay	Athletics	Marathon	33	1.80	63
Martin Esteban Cuestas	Men	Uruguay	Athletics	Marathon	29	1.82	62
Nicolas Cuestas	Men	Uruguay	Athletics	Marathon	29	1.80	63
Andrey Petrov	Men	Uzbekistan	Athletics	Marathon	29	1.69	62
Marina Hmelevskaya	Women	Uzbekistan	Athletics	Marathon	26	1.65	50
Sitora Hamidova	Women	Uzbekistan	Athletics	Marathon	27	1.64	50
Luis Alberto Orta	Men	Venezuela	Athletics	Marathon	27	1.60	50
Yolymar Pineda	Women	Venezuela	Athletics	Marathon	30	1.65	53
Jordan Chipangama	Men	Zambia	Athletics	Marathon	27	1.73	53
Cuthbert Nyasango	Men	Zimbabwe	Athletics	Marathon	33	1.63	56
Pardon Ndhlovu	Men	Zimbabwe	Athletics	Marathon	28	1.58	54
Wirimai Juwawo	Men	Zimbabwe	Athletics	Marathon	35	1.72	63
Rutendo Joan Nyahora	Women	Zimbabwe	Athletics	Marathon	27	1.55	45
Alena Abramchuk	Women	Belarus	Athletics	Shot put	28	1.82	95
Aliona Dubitskaya	Women	Belarus	Athletics	Shot put	26	1.80	76
Yuliya Leantsiuk	Women	Belarus	Athletics	Shot put	32	1.80	80
Geisa Arcanjo	Women	Brazil	Athletics	Shot put	24	1.60	60
Radoslava Mavrodieva	Women	Bulgaria	Athletics	Shot put	29	1.76	94
Auriole Dongmo	Women	Cameroon	Athletics	Shot put	26	1.73	95
Brittany Crew	Women	Canada	Athletics	Shot put	22	1.78	112
Taryn Suttie	Women	Canada	Athletics	Shot put	25	1.83	103
Natalia Duco	Women	Chile	Athletics	Shot put	27	1.77	100
Ka Bian	Women	China	Athletics	Shot put	23	1.82	115
Lijiao Gong	Women	China	Athletics	Shot put	27	1.75	105
Yang Gao	Women	China	Athletics	Shot put	23	1.78	105
Sandra Lemos	Women	Colombia	Athletics	Shot put	27	1.70	100
Saily Viart	Women	Cuba	Athletics	Shot put	20	1.70	94
Yaniuvis Lopez	Women	Cuba	Athletics	Shot put	30	1.80	71
Christina Schwanitz	Women	Germany	Athletics	Shot put	30	1.80	115
Lena Urbaniak	Women	Germany	Athletics	Shot put	23	1.74	92
Sara Gambetta	Women	Germany	Athletics	Shot put	23	1.84	89
Jessica Inchude	Women	Guinea-Bissau	Athletics	Shot put	20	1.75	81
Anita Marton	Women	Hungary	Athletics	Shot put	27	1.72	95
Manpreet Kaur	Women	India	Athletics	Shot put	26	1.70	89
Leyla Rajabi	Women	Iran	Athletics	Shot put	33	1.87	100
Danniel Thomas	Women	Jamaica	Athletics	Shot put	23	1.68	91
Dimitriana Surdu	Women	Moldova	Athletics	Shot put	22	1.74	93
Melissa Boekelman	Women	Netherlands	Athletics	Shot put	27	1.76	87
Valerie Adams	Women	New Zealand	Athletics	Shot put	31	1.93	120
Nwanneka Okwelogu	Women	Nigeria	Athletics	Shot put	21	1.73	100
Paulina Guba	Women	Poland	Athletics	Shot put	25	1.83	104
Cleopatra Borel	Women	Trinidad and Tobago	Athletics	Shot put	37	1.72	89
Emel Dereli	Women	Turkey	Athletics	Shot put	20	1.81	110
Galyna Obleshchuk	Women	Ukraine	Athletics	Shot put	27	1.77	94
Olga Golodna	Women	Ukraine	Athletics	Shot put	24	1.83	96
Felisha Johnson	Women	United States	Athletics	Shot put	27	1.86	127
Michelle Carter	Women	United States	Athletics	Shot put	30	1.76	136
Raven Saunders	Women	United States	Athletics	Shot put	20	1.66	108
Ahymara Espinoza	Women	Venezuela	Athletics	Shot put	31	1.80	99
Levon Aghasyan	Men	Armenia	Athletics	Triple jump	21	1.93	75
Nazim Babayev	Men	Azerbaijan	Athletics	Triple jump	18	1.87	74
Latario Collie-Minns	Men	Bahamas	Athletics	Triple jump	22	1.73	64
Leevan Sands	Men	Bahamas	Athletics	Triple jump	34	1.91	82
Artsem Bandarenka	Men	Belarus	Athletics	Triple jump	25	1.87	78
Dzmitry Platnitski	Men	Belarus	Athletics	Triple jump	27	1.91	83
Maksim Niastsiarenka	Men	Belarus	Athletics	Triple jump	23	1.93	82
Georgi Tsonov	Men	Bulgaria	Athletics	Triple jump	23	1.76	70
Rumen Dimitrov	Men	Bulgaria	Athletics	Triple jump	29	1.92	80
Fabrice Zango Hugues	Men	Burkina Faso	Athletics	Triple jump	23	1.80	78
Bin Dong	Men	China	Athletics	Triple jump	27	1.80	74
Shuo Cao	Men	China	Athletics	Triple jump	24	1.80	77
Xiaolong Xu	Men	China	Athletics	Triple jump	23	1.85	70
John Murillo	Men	Colombia	Athletics	Triple jump	32	1.86	85
Ernesto Reve	Men	Cuba	Athletics	Triple jump	24	1.82	79
Lazaro Martinez	Men	Cuba	Athletics	Triple jump	18	1.91	83
Pedro P. Pichardo	Men	Cuba	Athletics	Triple jump	23	1.83	68
Yordanys Duranona	Men	Dominica	Athletics	Triple jump	28	1.85	83
Benjamin Compaore	Men	France	Athletics	Triple jump	29	1.89	83
Harold Correa	Men	France	Athletics	Triple jump	28	1.90	81
Lasha Torgvaidze	Men	Georgia	Athletics	Triple jump	23	1.84	73
Max Hess	Men	Germany	Athletics	Triple jump	20	1.85	80
Troy Doris	Men	Guyana	Athletics	Triple jump	27	1.72	72
Renjith Maheswary	Men	India	Athletics	Triple jump	30	1.84	79
Fabrizio Donato	Men	Italy	Athletics	Triple jump	39	1.89	83
Clive Pullen	Men	Jamaica	Athletics	Triple jump	21	1.83	83
Daigo Hasegawa	Men	Japan	Athletics	Triple jump	26	1.73	58
Kohei Yamashita	Men	Japan	Athletics	Triple jump	21	1.79	69
Roman Valiyev	Men	Kazakhstan	Athletics	Triple jump	32	1.90	76
Mamadou Cherif Dia	Men	Mali	Athletics	Triple jump	31	1.80	70
Jonathan Drack	Men	Mauritius	Athletics	Triple jump	27	1.84	73
Alberto Alvarez	Men	Mexico	Athletics	Triple jump	25	1.91	78
Vladimir Letnicov	Men	Moldova	Athletics	Triple jump	34	1.78	70
Fabian Florant	Men	Netherlands	Athletics	Triple jump	33	1.80	74
Olu Olamigoke	Men	Nigeria	Athletics	Triple jump	25	1.75	72
Tosin Oke	Men	Nigeria	Athletics	Triple jump	25	1.79	78
Karol Hoffmann	Men	Poland	Athletics	Triple jump	27	1.96	84
Nelson Evora	Men	Portugal	Athletics	Triple jump	32	1.83	76
Marian Oprea	Men	Romania	Athletics	Triple jump	34	1.91	85
Godfrey Khotso Mokoena	Men	South Africa	Athletics	Triple jump	31	1.90	76
Deokhyeon Kim	Men	South Korea	Athletics	Triple jump	30	1.80	71
Pablo Torrijos	Men	Spain	Athletics	Triple jump	24	1.85	76
Seref Osmanoglu	Men	Turkey	Athletics	Triple jump	27	1.83	75
Chris Benard	Men	United States	Athletics	Triple jump	26	1.91	83
Christian Taylor	Men	United States	Athletics	Triple jump	26	1.88	81
Will Claye	Men	United States	Athletics	Triple jump	25	1.81	72
Ruslan Kurbanov	Men	Uzbekistan	Athletics	Triple jump	23	1.83	65
Muhammad Halim	Men	Virgin Islands US	Athletics	Triple jump	29	1.91	82
Matthew Chau	Men	Australia	Badminton	Doubles	21	1.85	77
Sawan Serasinghe	Men	Australia	Badminton	Doubles	22	1.78	79
Biao Chai	Men	China	Badminton	Doubles	25	1.86	80
Haifeng Fu	Men	China	Badminton	Doubles	32	1.81	78
Wei Hong	Men	China	Badminton	Doubles	26	1.92	86
Chia Hsin Tsai	Men	Chinese Taipei	Badminton	Doubles	34	1.82	82
Sheng Mu Lee	Men	Chinese Taipei	Badminton	Doubles	29	1.79	71
Carsten Mogensen	Men	Denmark	Badminton	Doubles	33	1.88	75
Mathias Boe	Men	Denmark	Badminton	Doubles	36	1.85	75
Johannes Schoettler	Men	Germany	Badminton	Doubles	31	1.92	84
Marcus Ellis	Men	Great Britain	Badminton	Doubles	26	1.75	80
Manu Attri	Men	India	Badminton	Doubles	23	1.72	73
Sumeeth Reddy B.	Men	India	Badminton	Doubles	24	1.82	64
Hendra Setiawan	Men	Indonesia	Badminton	Doubles	31	1.83	82
Mohammad Ahsan	Men	Indonesia	Badminton	Doubles	28	1.73	72
Hiroyuki Endo	Men	Japan	Badminton	Doubles	29	1.71	72
Kenichi Hayakawa	Men	Japan	Badminton	Doubles	30	1.77	80
V Shem Goh	Men	Malaysia	Badminton	Doubles	27	1.80	70
Wee Kiong Tan	Men	Malaysia	Badminton	Doubles	27	1.77	77
Adam Cwalina	Men	Poland	Badminton	Doubles	31	1.87	81
Przemyslaw Wacha	Men	Poland	Badminton	Doubles	35	1.82	81
Ivan Sozonov	Men	Russia	Badminton	Doubles	27	1.80	78
Vladimir Ivanov	Men	Russia	Badminton	Doubles	29	1.98	93
Gi Jung Kim	Men	South Korea	Badminton	Doubles	25	1.79	83
Sa Rang Kim	Men	South Korea	Badminton	Doubles	26	1.78	82
Yeon Seong Yoo	Men	South Korea	Badminton	Doubles	29	1.81	75
Yong Dae Lee	Men	South Korea	Badminton	Doubles	27	1.80	74
Sattawat Pongnairat	Men	United States	Badminton	Doubles	26	1.81	70
David Obernosterer	Men	Austria	Badminton	Singles	27	1.83	80
Yuhan Tan	Men	Belgium	Badminton	Singles	29	1.82	74
Ygor Oliveira	Men	Brazil	Badminton	Singles	19	1.83	78
Jaspar Woon Chai Yu	Men	Brunei Darussalam	Badminton	Singles	27	1.67	60
Martin Giuffre	Men	Canada	Badminton	Singles	25	1.85	82
Dan Lin	Men	China	Badminton	Singles	32	1.77	70
Long Chen	Men	China	Badminton	Singles	27	1.88	81
Tien Chen Chou	Men	Chinese Taipei	Badminton	Singles	26	1.80	78
Osleini Guerrero	Men	Cuba	Badminton	Singles	26	1.89	88
Petr Koukal	Men	Czech Republic	Badminton	Singles	30	1.92	92
Jan O Jorgensen	Men	Denmark	Badminton	Singles	28	1.84	76
Viktor Axelsen	Men	Denmark	Badminton	Singles	22	1.93	88
Raul Must	Men	Estonia	Badminton	Singles	28	1.76	70
Brice Leverdez	Men	France	Badminton	Singles	30	1.80	75
Marc Zwiebler	Men	Germany	Badminton	Singles	32	1.81	75
Kevin Cordon	Men	Guatemala	Badminton	Singles	29	1.80	80
Ka Long Angus Ng	Men	Hong Kong	Badminton	Singles	22	1.81	70
Yun Hu	Men	Hong Kong	Badminton	Singles	34	1.78	73
Srikanth Kidambi	Men	India	Badminton	Singles	23	1.78	66
Tommy Sugiarto	Men	Indonesia	Badminton	Singles	28	1.75	71
Scott Evans	Men	Ireland	Badminton	Singles	28	1.80	78
Misha Zilberman	Men	Israel	Badminton	Singles	27	1.71	61
Sho Sasaki	Men	Japan	Badminton	Singles	34	1.72	74
Chong Wei Lee	Men	Malaysia	Badminton	Singles	33	1.70	68
Lino Munoz	Men	Mexico	Badminton	Singles	25	1.74	65
Adrian Dziolko	Men	Poland	Badminton	Singles	26	1.89	85
Pedro Martins	Men	Portugal	Badminton	Singles	26	1.77	70
Vladimir Malkov	Men	Russia	Badminton	Singles	30	1.88	79
Zi Liang Derek Wong	Men	Singapore	Badminton	Singles	27	1.76	69
Jacob Maliekal	Men	South Africa	Badminton	Singles	25	1.72	72
Dong Keun Lee	Men	South Korea	Badminton	Singles	25	1.83	78
Wan Ho Son	Men	South Korea	Badminton	Singles	28	1.76	70
Pablo Abian	Men	Spain	Badminton	Singles	31	1.77	68
Niluka Karunaratne	Men	Sri Lanka	Badminton	Singles	31	1.76	73
Henri Hurskainen	Men	Sweden	Badminton	Singles	29	1.84	80
Boonsak Ponsana	Men	Thailand	Badminton	Singles	34	1.79	75
Artem Pochtarev	Men	Ukraine	Badminton	Singles	23	1.83	77
Howard Shu	Men	United States	Badminton	Singles	25	1.86	74
Tien Minh Nguyen	Men	Vietnam	Badminton	Singles	33	1.68	60
Gabriela Stoeva	Women	Bulgaria	Badminton	Doubles	22	1.69	63
Stefani Stoeva	Women	Bulgaria	Badminton	Doubles	20	1.74	64
Yang Yu	Women	China	Badminton	Doubles	30	1.66	62
Ying Luo	Women	China	Badminton	Doubles	25	1.64	62
Yu Luo	Women	China	Badminton	Doubles	25	1.64	66
Yuanting Tang	Women	China	Badminton	Doubles	22	1.75	70
Kamilla Rytter Juhl	Women	Denmark	Badminton	Doubles	32	1.83	71
Carla Nelte	Women	Germany	Badminton	Doubles	25	1.71	60
Johanna Goliszewski	Women	Germany	Badminton	Doubles	30	1.72	64
Lok Yan Poon	Women	Hong Kong	Badminton	Doubles	24	1.69	56
Ying Suet Tse	Women	Hong Kong	Badminton	Doubles	24	1.66	66
Ashwini Ponnappa	Women	India	Badminton	Doubles	26	1.65	59
Jwala Gutta	Women	India	Badminton	Doubles	32	1.78	85
Greysia Polii	Women	Indonesia	Badminton	Doubles	28	1.63	56
Nitya Krishinda Maheswari	Women	Indonesia	Badminton	Doubles	27	1.68	65
Ayaka Takahashi	Women	Japan	Badminton	Doubles	26	1.65	60
Misaki Matsutomo	Women	Japan	Badminton	Doubles	24	1.60	50
Khe Wei Woon	Women	Malaysia	Badminton	Doubles	27	1.74	63
Vivian Kah Mun Hoo	Women	Malaysia	Badminton	Doubles	26	1.66	56
Eefje Muskens	Women	Netherlands	Badminton	Doubles	27	1.64	60
Kyung Eun Jung	Women	South Korea	Badminton	Doubles	26	1.72	59
Seung Chan Shin	Women	South Korea	Badminton	Doubles	21	1.73	70
So Hee Lee	Women	South Korea	Badminton	Doubles	22	1.71	67
Yena Chang	Women	South Korea	Badminton	Doubles	26	1.72	61
Puttita Supajirakul	Women	Thailand	Badminton	Doubles	20	1.84	72
Sapsiree Taerattanachai	Women	Thailand	Badminton	Doubles	24	1.70	59
Eva Lee	Women	United States	Badminton	Doubles	30	1.68	58
Paula Lynn Obanana	Women	United States	Badminton	Doubles	31	1.61	58
Hsuan-Yu Wendy Chen	Women	Australia	Badminton	Singles	23	1.67	56
Elisabeth Baldauf	Women	Austria	Badminton	Singles	26	1.75	62
Lianne Tan	Women	Belgium	Badminton	Singles	25	1.60	54
Lohaynny Vicente	Women	Brazil	Badminton	Singles	20	1.68	70
Linda Zetchiri	Women	Bulgaria	Badminton	Singles	29	1.69	58
Michelle Li	Women	Canada	Badminton	Singles	24	1.72	66
Xuerui Li	Women	China	Badminton	Singles	25	1.75	65
Yihan Wang	Women	China	Badminton	Singles	28	1.78	65
Tzu Ying Tai	Women	Chinese Taipei	Badminton	Singles	22	1.62	57
Kristina Gavnholt	Women	Czech Republic	Badminton	Singles	27	1.77	73
Line Kjaersfeldt	Women	Denmark	Badminton	Singles	22	1.75	65
Kati Tolmoff	Women	Estonia	Badminton	Singles	32	1.64	62
Nanna Vainio	Women	Finland	Badminton	Singles	25	1.70	60
Delphine Lansac	Women	France	Badminton	Singles	21	1.69	60
Karin Schnaase	Women	Germany	Badminton	Singles	31	1.64	56
Pui Yin Yip	Women	Hong Kong	Badminton	Singles	29	1.64	61
Laura Sarosi	Women	Hungary	Badminton	Singles	23	1.67	57
Saina Nehwal	Women	India	Badminton	Singles	26	1.65	65
V. Sindhu Pusarla	Women	India	Badminton	Singles	21	1.79	65
Lindaweni Fanetri	Women	Indonesia	Badminton	Singles	26	1.67	60
Chloe Magee	Women	Ireland	Badminton	Singles	27	1.65	61
Jeannine Cicognini	Women	Italy	Badminton	Singles	29	1.70	73
Akane Yamaguchi	Women	Japan	Badminton	Singles	19	1.56	55
Nozomi Okuhara	Women	Japan	Badminton	Singles	21	1.56	51
Jing Yi Tee	Women	Malaysia	Badminton	Singles	25	1.67	58
Telma Santos	Women	Portugal	Badminton	Singles	33	1.63	55
Natalia Perminova	Women	Russia	Badminton	Singles	24	1.64	55
Xiaoyu Liang	Women	Singapore	Badminton	Singles	20	1.63	55
Ji Hyun Sung	Women	South Korea	Badminton	Singles	25	1.75	64
Yeonju Bae	Women	South Korea	Badminton	Singles	25	1.67	57
Carolina Marin	Men	Spain	Badminton	Singles	23	1.72	65
Sabrina Jaquet	Women	Switzerland	Badminton	Singles	29	1.69	60
Porntip Buranaprasertsuk	Women	Thailand	Badminton	Singles	24	1.65	61
Ratchanok Intanon	Women	Thailand	Badminton	Singles	21	1.69	59
Ozge Bayrak	Women	Turkey	Badminton	Singles	24	1.66	60
Maria Ulitina	Women	Ukraine	Badminton	Singles	24	1.78	65
Iris Wang	Women	United States	Badminton	Singles	21	1.61	52
Thi Trang (b) Vu Thi	Women	Vietnam	Badminton	Singles	24	1.63	58
Minjee Lee	Women	Australia	Golf	Individual stroke play	20	1.65	60
Christine Wolf	Women	Austria	Golf	Individual stroke play	27	1.72	63
Chloe Leurquin	Women	Belgium	Golf	Individual stroke play	26	1.69	57
Miriam Nagl	Women	Brazil	Golf	Individual stroke play	35	1.72	63
Victoria Lovelady	Women	Brazil	Golf	Individual stroke play	29	1.62	48
Alena Sharp	Women	Canada	Golf	Individual stroke play	35	1.68	69
Brooke Henderson	Women	Canada	Golf	Individual stroke play	18	1.63	50
Shanshan Feng	Women	China	Golf	Individual stroke play	27	1.72	85
Xiyu Lin	Women	China	Golf	Individual stroke play	20	1.71	65
Candie Kung	Women	Chinese Taipei	Golf	Individual stroke play	35	1.70	70
Teresa Lu	Women	Chinese Taipei	Golf	Individual stroke play	28	1.64	57
Mariajo Uribe	Women	Colombia	Golf	Individual stroke play	26	1.68	65
Klara Spilkova	Women	Czech Republic	Golf	Individual stroke play	21	1.68	53
Nanna Koerstz Madsen	Women	Denmark	Golf	Individual stroke play	21	1.71	67
Nicole Broch Larsen	Women	Denmark	Golf	Individual stroke play	23	1.79	75
Noora Tamminen	Women	Finland	Golf	Individual stroke play	25	1.68	59
Ursula Wikstrom	Women	Finland	Golf	Individual stroke play	36	1.66	55
Gwladys Nocera	Women	France	Golf	Individual stroke play	41	1.68	62
Karine Icher	Women	France	Golf	Individual stroke play	37	1.72	66
Caroline Masson	Women	Germany	Golf	Individual stroke play	27	1.73	72
Sandra Gal	Women	Germany	Golf	Individual stroke play	31	1.83	70
Catriona Matthew	Women	Great Britain	Golf	Individual stroke play	46	1.63	60
Charley Hull	Women	Great Britain	Golf	Individual stroke play	20	1.70	70
Tiffany Chan	Women	Hong Kong	Golf	Individual stroke play	22	1.61	52
Aditi Ashok	Women	India	Golf	Individual stroke play	18	1.73	57
Leona Maguire	Women	Ireland	Golf	Individual stroke play	21	1.68	56
Stephanie Meadow	Women	Ireland	Golf	Individual stroke play	24	1.63	64
Laetitia Beck	Women	Israel	Golf	Individual stroke play	24	1.75	61
Giulia Molinaro	Women	Italy	Golf	Individual stroke play	26	1.78	72
Giulia Sergas	Women	Italy	Golf	Individual stroke play	36	1.77	64
Harukyo Nomura	Women	Japan	Golf	Individual stroke play	23	1.65	60
Shiho Oyama	Women	Japan	Golf	Individual stroke play	39	1.68	62
Kelly Tan	Women	Malaysia	Golf	Individual stroke play	22	1.65	61
Michelle Koh	Women	Malaysia	Golf	Individual stroke play	25	1.70	70
Alejandra Llaneza	Women	Mexico	Golf	Individual stroke play	28	1.58	48
Gaby Lopez	Women	Mexico	Golf	Individual stroke play	22	1.66	58
Maha Haddioui	Women	Morocco	Golf	Individual stroke play	28	1.68	67
Julieta Granada	Women	Paraguay	Golf	Individual stroke play	29	1.60	58
Maria Verchenova	Women	Russia	Golf	Individual stroke play	30	1.74	64
Paula Reto	Women	South Africa	Golf	Individual stroke play	26	1.70	62
Amy Yang	Women	South Korea	Golf	Individual stroke play	27	1.73	77
Inbee Park	Women	South Korea	Golf	Individual stroke play	28	1.68	60
Ingee Chun	Women	South Korea	Golf	Individual stroke play	21	1.76	70
Seiyoung Kim	Women	South Korea	Golf	Individual stroke play	23	1.63	68
Azahara Munoz	Women	Spain	Golf	Individual stroke play	28	1.67	56
Carlota Ciganda	Women	Spain	Golf	Individual stroke play	26	1.74	68
Anna Nordqvist	Women	Sweden	Golf	Individual stroke play	29	1.83	75
Pernilla Lindberg	Women	Sweden	Golf	Individual stroke play	30	1.65	60
Albane Valenzuela	Women	Switzerland	Golf	Individual stroke play	18	1.74	58
Fabienne In-Albon	Women	Switzerland	Golf	Individual stroke play	29	1.64	63
Ariya Jutanugarn	Women	Thailand	Golf	Individual stroke play	20	1.74	73
Pornanong Phatlum	Women	Thailand	Golf	Individual stroke play	26	1.60	55
Gerina Piller	Women	United States	Golf	Individual stroke play	31	1.71	64
Lexi Thompson	Women	United States	Golf	Individual stroke play	21	1.81	72
Stacy Lewis	Women	United States	Golf	Individual stroke play	31	1.66	60
Farah Boufadene	Women	Algeria	Gymnastics	Balance beam	17	1.55	55
Ailen Valente	Women	Argentina	Gymnastics	Balance beam	20	1.67	58
Houry Gebeshian	Women	Armenia	Gymnastics	Balance beam	27	1.52	48
Larrissa Miller	Women	Australia	Gymnastics	Balance beam	24	1.59	50
Lisa Ecker	Women	Austria	Gymnastics	Balance beam	23	1.57	55
Kylie Rei Dickson	Women	Belarus	Gymnastics	Balance beam	17	1.60	50
Gaelle Mys	Women	Belgium	Gymnastics	Balance beam	24	1.44	57
Laura Waem	Women	Belgium	Gymnastics	Balance beam	19	1.60	54
Nina Derwael	Women	Belgium	Gymnastics	Balance beam	16	1.65	46
Rune Hermans	Women	Belgium	Gymnastics	Balance beam	17	1.59	48
Senna Deriks	Women	Belgium	Gymnastics	Balance beam	15	1.54	46
Daniele Hypolito	Women	Brazil	Gymnastics	Balance beam	31	1.47	40
Flavia Saraiva	Women	Brazil	Gymnastics	Balance beam	16	1.33	31
Jade Barbosa	Women	Brazil	Gymnastics	Balance beam	25	1.51	45
Lorrane Oliveira	Women	Brazil	Gymnastics	Balance beam	18	1.53	50
Rebeca Andrade	Women	Brazil	Gymnastics	Balance beam	17	1.45	45
Brittany Rogers	Women	Canada	Gymnastics	Balance beam	23	1.65	60
Elsabeth Black	Women	Canada	Gymnastics	Balance beam	20	1.55	56
Isabela Onyshko	Women	Canada	Gymnastics	Balance beam	18	1.57	50
Rose Woo	Women	Canada	Gymnastics	Balance beam	16	1.45	46
Shallon Olsen	Women	Canada	Gymnastics	Balance beam	16	1.58	52
Simona Castro	Women	Chile	Gymnastics	Balance beam	27	1.60	54
Chunsong Shang	Women	China	Gymnastics	Balance beam	20	1.43	34
Jiaxin Tan	Women	China	Gymnastics	Balance beam	19	1.48	36
Yan Wang	Women	China	Gymnastics	Balance beam	16	1.40	33
Yi Mao	Women	China	Gymnastics	Balance beam	16	1.51	35
Yilin Fan	Women	China	Gymnastics	Balance beam	16	1.48	37
Catalina Elena Escobar Gomez	Women	Colombia	Gymnastics	Balance beam	25	1.56	50
Ana Derek	Women	Croatia	Gymnastics	Balance beam	17	1.64	58
Marcia Vidiaux	Women	Cuba	Gymnastics	Balance beam	17	1.43	41
Sherine Elzeiny	Women	Egypt	Gymnastics	Balance beam	25	1.60	50
Loan His	Women	France	Gymnastics	Balance beam	17	1.60	51
Louise Vanhille	Women	France	Gymnastics	Balance beam	17	1.67	55
Marine Boyer	Women	France	Gymnastics	Balance beam	16	1.60	50
Marine Brevet	Women	France	Gymnastics	Balance beam	21	1.60	52
Oreane Lechenault	Women	France	Gymnastics	Balance beam	15	1.34	37
Elisabeth Seitz	Women	Germany	Gymnastics	Balance beam	22	1.61	57
Kim Bui	Women	Germany	Gymnastics	Balance beam	27	1.56	49
Pauline Schaefer	Women	Germany	Gymnastics	Balance beam	19	1.62	55
Sophie Scheder	Women	Germany	Gymnastics	Balance beam	19	1.67	56
Tabea Alt	Women	Germany	Gymnastics	Balance beam	16	1.58	50
Amy Tinkler	Women	Great Britain	Gymnastics	Balance beam	16	1.52	47
Claudia Fragapane	Women	Great Britain	Gymnastics	Balance beam	18	1.37	43
Elissa Downie	Women	Great Britain	Gymnastics	Balance beam	17	1.58	58
Rebecca Downie	Women	Great Britain	Gymnastics	Balance beam	24	1.56	54
Ruby Harrold	Women	Great Britain	Gymnastics	Balance beam	20	1.62	56
Vasiliki Millousi	Women	Greece	Gymnastics	Balance beam	32	1.57	45
Ana Sofia Gomez	Women	Guatemala	Gymnastics	Balance beam	20	1.56	46
Zsofia Kovacs	Women	Hungary	Gymnastics	Balance beam	16	1.58	49
